q_idx,bins_items_correct_answer,debug_level_2,question,cue,cue_completed,retrieval_type,get,correct_answer,correct_answer_chapters,correct_answer_detailed,n_items_correct_answer,n_chapters_correct_answer,debug_changed,debug_existing_change
7,1,201,"Consider all events that Jackson Ramos has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Jackson Ramos}, *)",Spaces,all,{'Mercury Twilight Observatory'},{19},{19: 'Mercury Twilight Observatory'},1,1,set(),
7,1,205,"Consider all events that Lily Nguyen has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Lily Nguyen}, *)",Spaces,all,{'Sedna Long Range Observatory'},{23},{23: 'Sedna Long Range Observatory'},1,1,set(),
7,1,206,"Consider all events that Logan Diaz has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Logan Diaz}, *)",Spaces,all,{'Mercury Twilight Observatory'},{5},{5: 'Mercury Twilight Observatory'},1,1,set(),
6,1,950,"Reflect on all events involving Bella Alvarez. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Bella Alvarez}, *)",Times,all,"{'May 11, 2226'}",{43},"{43: 'May 11, 2226'}",1,1,set(),
6,1,952,"Reflect on all events involving Brooklyn Ross. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Brooklyn Ross}, *)",Times,all,"{'October 13, 2224'}",{42},"{42: 'October 13, 2224'}",1,1,set(),
6,1,958,"Reflect on all events involving Jackson Ramos. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Jackson Ramos}, *)",Times,all,"{'February 27, 2226'}",{19},"{19: 'February 27, 2226'}",1,1,set(),
6,1,962,"Reflect on all events involving Lily Nguyen. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Lily Nguyen}, *)",Times,all,"{'April 09, 2226'}",{23},"{23: 'April 09, 2226'}",1,1,set(),
6,1,963,"Reflect on all events involving Logan Diaz. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Logan Diaz}, *)",Times,all,"{'March 23, 2224'}",{5},"{5: 'March 23, 2224'}",1,1,set(),
8,1,1106,"Think about Bella Alvarez's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Bella Alvarez}, *)",Event contents,all,{'subspace antenna failure'},{43},{43: 'subspace antenna failure'},1,1,set(),
8,1,1108,"Think about Brooklyn Ross's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Brooklyn Ross}, *)",Event contents,all,{'matter synthesizer overload'},{42},{42: 'matter synthesizer overload'},1,1,set(),
8,1,1114,"Think about Jackson Ramos's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Jackson Ramos}, *)",Event contents,all,{'antimatter cascade'},{19},{19: 'antimatter cascade'},1,1,set(),
8,1,1118,"Think about Lily Nguyen's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Lily Nguyen}, *)",Event contents,all,{'fusion core breach'},{23},{23: 'fusion core breach'},1,1,set(),
8,1,1119,"Think about Logan Diaz's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Logan Diaz}, *)",Event contents,all,{'main power grid overload'},{5},{5: 'main power grid overload'},1,1,set(),
30,1,1381,What is the most recent date Bella Alvarez was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Bella Alvarez}, *)",Times,latest,"['May 11, 2226']",[43],"{43: 'May 11, 2226'}",1,1,set(),
30,1,1383,What is the most recent date Brooklyn Ross was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Brooklyn Ross}, *)",Times,latest,"['October 13, 2224']",[42],"{42: 'October 13, 2224'}",1,1,set(),
30,1,1389,What is the most recent date Jackson Ramos was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Jackson Ramos}, *)",Times,latest,"['February 27, 2226']",[19],"{19: 'February 27, 2226'}",1,1,set(),
30,1,1393,What is the most recent date Lily Nguyen was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Lily Nguyen}, *)",Times,latest,"['April 09, 2226']",[23],"{23: 'April 09, 2226'}",1,1,set(),
30,1,1394,What is the most recent date Logan Diaz was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Logan Diaz}, *)",Times,latest,"['March 23, 2224']",[5],"{5: 'March 23, 2224'}",1,1,set(),
31,1,1403,What is the most recent location where Bella Alvarez was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Bella Alvarez}, *)",Spaces,latest,['Ross 128 Agricultural Station'],[43],{43: 'Ross 128 Agricultural Station'},1,1,set(),
31,1,1405,What is the most recent location where Brooklyn Ross was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Brooklyn Ross}, *)",Spaces,latest,['Mercury Twilight Observatory'],[42],{42: 'Mercury Twilight Observatory'},1,1,set(),
31,1,1411,What is the most recent location where Jackson Ramos was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Jackson Ramos}, *)",Spaces,latest,['Mercury Twilight Observatory'],[19],{19: 'Mercury Twilight Observatory'},1,1,set(),
31,1,1415,What is the most recent location where Lily Nguyen was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Lily Nguyen}, *)",Spaces,latest,['Sedna Long Range Observatory'],[23],{23: 'Sedna Long Range Observatory'},1,1,set(),
31,1,1416,What is the most recent location where Logan Diaz was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Logan Diaz}, *)",Spaces,latest,['Mercury Twilight Observatory'],[5],{5: 'Mercury Twilight Observatory'},1,1,set(),
23,1,994,"Reflect on the experiences of Bella Alvarez related to subspace antenna failure. List all the unique locations where these events took place, without mentioning the events themselves.","(*, *, ent, c)","(*, *, {Bella Alvarez}, {subspace antenna failure})",Spaces,all,{'Ross 128 Agricultural Station'},{43},{43: 'Ross 128 Agricultural Station'},1,1,set(),
23,1,995,"Reflect on the experiences of Benjamin Green related to artificial atmosphere toxicity. List all the unique locations where these events took place, without mentioning the events themselves.","(*, *, ent, c)","(*, *, {Benjamin Green}, {artificial atmosphere toxicity})",Spaces,all,{'Europa Subsurface Laboratory'},{7},{7: 'Europa Subsurface Laboratory'},1,1,set(),
23,1,996,"Reflect on the experiences of Benjamin Green related to cryo-pod integrity breach. List all the unique locations where these events took place, without mentioning the events themselves.","(*, *, ent, c)","(*, *, {Benjamin Green}, {cryo-pod integrity breach})",Spaces,all,{'Hydra Cloud Facility'},{14},{14: 'Hydra Cloud Facility'},1,1,set(),
23,1,997,"Reflect on the experiences of Brooklyn Ross related to matter synthesizer overload. List all the unique locations where these events took place, without mentioning the events themselves.","(*, *, ent, c)","(*, *, {Brooklyn Ross}, {matter synthesizer overload})",Spaces,all,{'Mercury Twilight Observatory'},{42},{42: 'Mercury Twilight Observatory'},1,1,set(),
23,1,998,"Reflect on the experiences of Carter Stewart related to antimatter cascade. List all the unique locations where these events took place, without mentioning the events themselves.","(*, *, ent, c)","(*, *, {Carter Stewart}, {antimatter cascade})",Spaces,all,{'Phobos Military Base'},{30},{30: 'Phobos Military Base'},1,1,set(),
22,1,64,"Consider all events involving both Bella Alvarez and subspace antenna failure. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, c)","(*, *, {Bella Alvarez}, {subspace antenna failure})",Times,all,"{'May 11, 2226'}",{43},"{43: 'May 11, 2226'}",1,1,set(),
22,1,66,"Consider all events involving both Benjamin Green and artificial atmosphere toxicity. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, c)","(*, *, {Benjamin Green}, {artificial atmosphere toxicity})",Times,all,"{'February 27, 2226'}",{7},"{7: 'February 27, 2226'}",1,1,set(),
22,1,68,"Consider all events involving both Benjamin Green and cryo-pod integrity breach. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, c)","(*, *, {Benjamin Green}, {cryo-pod integrity breach})",Times,all,"{'April 09, 2226'}",{14},"{14: 'April 09, 2226'}",1,1,set(),
22,1,70,"Consider all events involving both Brooklyn Ross and matter synthesizer overload. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, c)","(*, *, {Brooklyn Ross}, {matter synthesizer overload})",Times,all,"{'October 13, 2224'}",{42},"{42: 'October 13, 2224'}",1,1,set(),
22,1,72,"Consider all events involving both Carter Stewart and antimatter cascade. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, c)","(*, *, {Carter Stewart}, {antimatter cascade})",Times,all,"{'January 03, 2226'}",{30},"{30: 'January 03, 2226'}",1,1,set(),
22,0,1493,"Consider all events involving both Bella Alvarez and universal translator malfunction. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, c)","(*, *, {Bella Alvarez}, {universal translator malfunction})",Times,all,set(),set(),{},0,0,"{'content', 'date'}",False
22,0,1495,"Consider all events involving both Brooklyn Ross and artificial atmosphere toxicity. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, c)","(*, *, {Brooklyn Ross}, {artificial atmosphere toxicity})",Times,all,set(),set(),{},0,0,"{'content', 'entity', 'date'}",True
22,0,1497,"Consider all events involving both Brooklyn Ross and cryo-pod integrity breach. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, c)","(*, *, {Brooklyn Ross}, {cryo-pod integrity breach})",Times,all,set(),set(),{},0,0,"{'entity', 'date'}",True
22,0,1500,"Consider all events involving both Brooklyn Ross and vacuum seal deterioration. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, c)","(*, *, {Brooklyn Ross}, {vacuum seal deterioration})",Times,all,set(),set(),{},0,0,{'content'},True
22,0,1503,"Consider all events involving both Carter Stewart and cosmic intelligence contact. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, c)","(*, *, {Carter Stewart}, {cosmic intelligence contact})",Times,all,set(),set(),{},0,0,"{'content', 'location'}",False
23,0,2317,"Reflect on the experiences of Bella Alvarez related to universal translator malfunction. List all the unique locations where these events took place, without mentioning the events themselves.","(*, *, ent, c)","(*, *, {Bella Alvarez}, {universal translator malfunction})",Spaces,all,set(),set(),{},0,0,"{'content', 'date'}",False
23,0,2318,"Reflect on the experiences of Brooklyn Ross related to artificial atmosphere toxicity. List all the unique locations where these events took place, without mentioning the events themselves.","(*, *, ent, c)","(*, *, {Brooklyn Ross}, {artificial atmosphere toxicity})",Spaces,all,set(),set(),{},0,0,"{'content', 'entity', 'date'}",True
23,0,2319,"Reflect on the experiences of Brooklyn Ross related to cryo-pod integrity breach. List all the unique locations where these events took place, without mentioning the events themselves.","(*, *, ent, c)","(*, *, {Brooklyn Ross}, {cryo-pod integrity breach})",Spaces,all,set(),set(),{},0,0,"{'entity', 'date'}",True
23,0,2320,"Reflect on the experiences of Brooklyn Ross related to vacuum seal deterioration. List all the unique locations where these events took place, without mentioning the events themselves.","(*, *, ent, c)","(*, *, {Brooklyn Ross}, {vacuum seal deterioration})",Spaces,all,set(),set(),{},0,0,{'content'},True
23,0,2321,"Reflect on the experiences of Carter Stewart related to cosmic intelligence contact. List all the unique locations where these events took place, without mentioning the events themselves.","(*, *, ent, c)","(*, *, {Carter Stewart}, {cosmic intelligence contact})",Spaces,all,set(),set(),{},0,0,"{'content', 'location'}",False
35,2,383,"Enumerate all activities that Benjamin Green has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Benjamin Green}, *)",Event contents,chronological,"['artificial atmosphere toxicity', 'cryo-pod integrity breach']","[7, 14]","{7: 'artificial atmosphere toxicity', 14: 'cryo-pod integrity breach'}",2,2,set(),
35,2,386,"Enumerate all activities that Chloe Castillo has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Chloe Castillo}, *)",Event contents,chronological,"['digital afterlife server shutdown', 'fusion core breach']","[12, 2]","{2: 'fusion core breach', 12: 'digital afterlife server shutdown'}",2,2,set(),
35,2,387,"Enumerate all activities that Ezra Edwards has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Ezra Edwards}, *)",Event contents,chronological,"['digital afterlife server shutdown', 'plasma conduit rupture']","[1, 24]","{1: 'digital afterlife server shutdown', 24: 'plasma conduit rupture'}",2,2,set(),
35,2,388,"Enumerate all activities that Hazel Lewis has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Hazel Lewis}, *)",Event contents,chronological,"['fusion core breach', 'communication array blackout']","[44, 20]","{20: 'communication array blackout', 44: 'fusion core breach'}",2,2,set(),
35,2,393,"Enumerate all activities that Lillian Mendoza has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Lillian Mendoza}, *)",Event contents,chronological,"['fusion core breach', 'vacuum seal deterioration']","[59, 35]","{35: 'vacuum seal deterioration', 59: 'fusion core breach'}",2,2,set(),
