q_idx,bins_items_correct_answer,debug_level_2,question,cue,cue_completed,retrieval_type,get,correct_answer,correct_answer_chapters,correct_answer_detailed,n_items_correct_answer,n_chapters_correct_answer,debug_changed,debug_existing_change
34,1,715,List all locations visited by Bella Brown in chronological order according to the story's timeline.,"(*, *, ent, *)","(*, *, {Bella Brown}, *)",Spaces,chronological,['Bethpage Black Course'],[119],{119: 'Bethpage Black Course'},1,1,set(),
34,1,723,List all locations visited by Isaiah Bennett in chronological order according to the story's timeline.,"(*, *, ent, *)","(*, *, {Isaiah Bennett}, *)",Spaces,chronological,['Bethpage State Park'],[105],{105: 'Bethpage State Park'},1,1,set(),
34,1,724,List all locations visited by Jackson Hall in chronological order according to the story's timeline.,"(*, *, ent, *)","(*, *, {Jackson Hall}, *)",Spaces,chronological,['Metropolitan Museum of Art'],[109],{109: 'Metropolitan Museum of Art'},1,1,set(),
33,1,741,"Provide a chronological list of all dates when Aurora Chavez was observed, from earliest to latest in the story's timeline.","(*, *, ent, *)","(*, *, {Aurora Chavez}, *)",Times,chronological,"['March 23, 2025']",[73],"{73: 'March 23, 2025'}",1,1,set(),
33,1,742,"Provide a chronological list of all dates when Bella Alvarez was observed, from earliest to latest in the story's timeline.","(*, *, ent, *)","(*, *, {Bella Alvarez}, *)",Times,chronological,"['May 11, 2026']",[43],"{43: 'May 11, 2026'}",1,1,set(),
33,1,743,"Provide a chronological list of all dates when Bella Brown was observed, from earliest to latest in the story's timeline.","(*, *, ent, *)","(*, *, {Bella Brown}, *)",Times,chronological,"['March 23, 2025']",[119],"{119: 'March 23, 2025'}",1,1,set(),
33,1,751,"Provide a chronological list of all dates when Isaiah Bennett was observed, from earliest to latest in the story's timeline.","(*, *, ent, *)","(*, *, {Isaiah Bennett}, *)",Times,chronological,"['July 21, 2024']",[105],"{105: 'July 21, 2024'}",1,1,set(),
33,1,752,"Provide a chronological list of all dates when Jackson Hall was observed, from earliest to latest in the story's timeline.","(*, *, ent, *)","(*, *, {Jackson Hall}, *)",Times,chronological,"['March 23, 2025']",[109],"{109: 'March 23, 2025'}",1,1,set(),
7,1,356,"Consider all events that Aurora Chavez has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Aurora Chavez}, *)",Spaces,all,{'Water Mill Museum'},{73},{73: 'Water Mill Museum'},1,1,set(),
7,1,357,"Consider all events that Bella Alvarez has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Bella Alvarez}, *)",Spaces,all,{'Williamsburg Bridge'},{43},{43: 'Williamsburg Bridge'},1,1,set(),
7,1,358,"Consider all events that Bella Brown has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Bella Brown}, *)",Spaces,all,{'Bethpage Black Course'},{119},{119: 'Bethpage Black Course'},1,1,set(),
7,1,366,"Consider all events that Isaiah Bennett has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Isaiah Bennett}, *)",Spaces,all,{'Bethpage State Park'},{105},{105: 'Bethpage State Park'},1,1,set(),
7,1,367,"Consider all events that Jackson Hall has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Jackson Hall}, *)",Spaces,all,{'Metropolitan Museum of Art'},{109},{109: 'Metropolitan Museum of Art'},1,1,set(),
6,1,1685,"Reflect on all events involving Aurora Chavez. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Aurora Chavez}, *)",Times,all,"{'March 23, 2025'}",{73},"{73: 'March 23, 2025'}",1,1,set(),
6,1,1686,"Reflect on all events involving Bella Alvarez. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Bella Alvarez}, *)",Times,all,"{'May 11, 2026'}",{43},"{43: 'May 11, 2026'}",1,1,set(),
6,1,1687,"Reflect on all events involving Bella Brown. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Bella Brown}, *)",Times,all,"{'March 23, 2025'}",{119},"{119: 'March 23, 2025'}",1,1,set(),
6,1,1695,"Reflect on all events involving Isaiah Bennett. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Isaiah Bennett}, *)",Times,all,"{'July 21, 2024'}",{105},"{105: 'July 21, 2024'}",1,1,set(),
6,1,1696,"Reflect on all events involving Jackson Hall. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Jackson Hall}, *)",Times,all,"{'March 23, 2025'}",{109},"{109: 'March 23, 2025'}",1,1,set(),
8,1,1965,"Think about Aurora Chavez's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Aurora Chavez}, *)",Event contents,all,{'Tech Hackathon'},{73},{73: 'Tech Hackathon'},1,1,set(),
8,1,1966,"Think about Bella Alvarez's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Bella Alvarez}, *)",Event contents,all,{'Astronomy Night'},{43},{43: 'Astronomy Night'},1,1,set(),
8,1,1967,"Think about Bella Brown's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Bella Brown}, *)",Event contents,all,{'Historical Reenactment'},{119},{119: 'Historical Reenactment'},1,1,set(),
8,1,1975,"Think about Isaiah Bennett's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Isaiah Bennett}, *)",Event contents,all,{'Burlesque Performance'},{105},{105: 'Burlesque Performance'},1,1,set(),
8,1,1976,"Think about Jackson Hall's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Jackson Hall}, *)",Event contents,all,{'Debate Tournament'},{109},{109: 'Debate Tournament'},1,1,set(),
30,1,2469,What is the most recent date Aurora Chavez was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Aurora Chavez}, *)",Times,latest,"['March 23, 2025']",[73],"{73: 'March 23, 2025'}",1,1,set(),
30,1,2470,What is the most recent date Bella Alvarez was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Bella Alvarez}, *)",Times,latest,"['May 11, 2026']",[43],"{43: 'May 11, 2026'}",1,1,set(),
30,1,2471,What is the most recent date Bella Brown was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Bella Brown}, *)",Times,latest,"['March 23, 2025']",[119],"{119: 'March 23, 2025'}",1,1,set(),
30,1,2479,What is the most recent date Isaiah Bennett was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Isaiah Bennett}, *)",Times,latest,"['July 21, 2024']",[105],"{105: 'July 21, 2024'}",1,1,set(),
30,1,2480,What is the most recent date Jackson Hall was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Jackson Hall}, *)",Times,latest,"['March 23, 2025']",[109],"{109: 'March 23, 2025'}",1,1,set(),
31,1,2497,What is the most recent location where Aurora Chavez was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Aurora Chavez}, *)",Spaces,latest,['Water Mill Museum'],[73],{73: 'Water Mill Museum'},1,1,set(),
31,1,2498,What is the most recent location where Bella Alvarez was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Bella Alvarez}, *)",Spaces,latest,['Williamsburg Bridge'],[43],{43: 'Williamsburg Bridge'},1,1,set(),
31,1,2499,What is the most recent location where Bella Brown was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Bella Brown}, *)",Spaces,latest,['Bethpage Black Course'],[119],{119: 'Bethpage Black Course'},1,1,set(),
31,1,2507,What is the most recent location where Isaiah Bennett was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Isaiah Bennett}, *)",Spaces,latest,['Bethpage State Park'],[105],{105: 'Bethpage State Park'},1,1,set(),
31,1,2508,What is the most recent location where Jackson Hall was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Jackson Hall}, *)",Spaces,latest,['Metropolitan Museum of Art'],[109],{109: 'Metropolitan Museum of Art'},1,1,set(),
23,1,1744,"Reflect on the experiences of Aurora Chavez related to Tech Hackathon. List all the unique locations where these events took place, without mentioning the events themselves.","(*, *, ent, c)","(*, *, {Aurora Chavez}, {Tech Hackathon})",Spaces,all,{'Water Mill Museum'},{73},{73: 'Water Mill Museum'},1,1,set(),
23,1,1745,"Reflect on the experiences of Bella Alvarez related to Astronomy Night. List all the unique locations where these events took place, without mentioning the events themselves.","(*, *, ent, c)","(*, *, {Bella Alvarez}, {Astronomy Night})",Spaces,all,{'Williamsburg Bridge'},{43},{43: 'Williamsburg Bridge'},1,1,set(),
23,1,1746,"Reflect on the experiences of Bella Brown related to Historical Reenactment. List all the unique locations where these events took place, without mentioning the events themselves.","(*, *, ent, c)","(*, *, {Bella Brown}, {Historical Reenactment})",Spaces,all,{'Bethpage Black Course'},{119},{119: 'Bethpage Black Course'},1,1,set(),
23,1,1747,"Reflect on the experiences of Benjamin Green related to Fashion Show. List all the unique locations where these events took place, without mentioning the events themselves.","(*, *, ent, c)","(*, *, {Benjamin Green}, {Fashion Show})",Spaces,all,{'Bethpage State Park'},{65},{65: 'Bethpage State Park'},1,1,set(),
23,1,1748,"Reflect on the experiences of Benjamin Green related to Ice Sculpture Exhibition. List all the unique locations where these events took place, without mentioning the events themselves.","(*, *, ent, c)","(*, *, {Benjamin Green}, {Ice Sculpture Exhibition})",Spaces,all,{'Washington Square Park'},{7},{7: 'Washington Square Park'},1,1,set(),
22,1,137,"Consider all events involving both Aurora Chavez and Tech Hackathon. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, c)","(*, *, {Aurora Chavez}, {Tech Hackathon})",Times,all,"{'March 23, 2025'}",{73},"{73: 'March 23, 2025'}",1,1,set(),
22,1,139,"Consider all events involving both Bella Alvarez and Astronomy Night. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, c)","(*, *, {Bella Alvarez}, {Astronomy Night})",Times,all,"{'May 11, 2026'}",{43},"{43: 'May 11, 2026'}",1,1,set(),
22,1,141,"Consider all events involving both Bella Brown and Historical Reenactment. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, c)","(*, *, {Bella Brown}, {Historical Reenactment})",Times,all,"{'March 23, 2025'}",{119},"{119: 'March 23, 2025'}",1,1,set(),
22,1,143,"Consider all events involving both Benjamin Green and Fashion Show. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, c)","(*, *, {Benjamin Green}, {Fashion Show})",Times,all,"{'March 23, 2024'}",{65},"{65: 'March 23, 2024'}",1,1,set(),
22,1,145,"Consider all events involving both Benjamin Green and Ice Sculpture Exhibition. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, c)","(*, *, {Benjamin Green}, {Ice Sculpture Exhibition})",Times,all,"{'February 27, 2026'}",{7},"{7: 'February 27, 2026'}",1,1,set(),
7,0,2867,"Consider all events that Ava Gray has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Ava Gray}, *)",Spaces,all,set(),set(),{},0,0,"{'content', 'entity', 'date', 'location'}",False
7,0,2868,"Consider all events that Christian Patel has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Christian Patel}, *)",Spaces,all,set(),set(),{},0,0,"{'entity', 'date', 'location'}",False
7,0,2869,"Consider all events that Daniel Hall has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Daniel Hall}, *)",Spaces,all,set(),set(),{},0,0,"{'content', 'entity', 'date', 'location'}",False
7,0,2870,"Consider all events that Elizabeth Hill has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Elizabeth Hill}, *)",Spaces,all,set(),set(),{},0,0,"{'entity', 'date', 'location'}",False
7,0,2871,"Consider all events that Ella Ross has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Ella Ross}, *)",Spaces,all,set(),set(),{},0,0,"{'content', 'entity', 'date', 'location'}",False
35,0,3165,"Enumerate all activities that Ava Gray has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Ava Gray}, *)",Event contents,chronological,set(),set(),{},0,0,"{'content', 'entity', 'date', 'location'}",False
35,0,3166,"Enumerate all activities that Christian Patel has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Christian Patel}, *)",Event contents,chronological,set(),set(),{},0,0,"{'entity', 'date', 'location'}",False
35,0,3167,"Enumerate all activities that Daniel Hall has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Daniel Hall}, *)",Event contents,chronological,set(),set(),{},0,0,"{'content', 'entity', 'date', 'location'}",False
35,0,3168,"Enumerate all activities that Elizabeth Hill has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Elizabeth Hill}, *)",Event contents,chronological,set(),set(),{},0,0,"{'entity', 'date', 'location'}",False
35,0,3169,"Enumerate all activities that Ella Ross has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Ella Ross}, *)",Event contents,chronological,set(),set(),{},0,0,"{'content', 'entity', 'date', 'location'}",False
34,0,3193,List all locations visited by Ava Gray in chronological order according to the story's timeline.,"(*, *, ent, *)","(*, *, {Ava Gray}, *)",Spaces,chronological,set(),set(),{},0,0,"{'content', 'entity', 'date', 'location'}",False
34,0,3194,List all locations visited by Christian Patel in chronological order according to the story's timeline.,"(*, *, ent, *)","(*, *, {Christian Patel}, *)",Spaces,chronological,set(),set(),{},0,0,"{'entity', 'date', 'location'}",False
34,0,3195,List all locations visited by Daniel Hall in chronological order according to the story's timeline.,"(*, *, ent, *)","(*, *, {Daniel Hall}, *)",Spaces,chronological,set(),set(),{},0,0,"{'content', 'entity', 'date', 'location'}",False
