q_idx,bins_items_correct_answer,debug_level_2,question,cue,cue_completed,retrieval_type,get,correct_answer,correct_answer_chapters,correct_answer_detailed,n_items_correct_answer,n_chapters_correct_answer,debug_changed,debug_existing_change,minerva_category,minerva_subtask,missing_tuple_elements,present_tuple_elements,minerva_category_known
6,1,962,"Reflect on all events involving Lily Nguyen. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Lily Nguyen}, *)",Times,all,"{'April 09, 2026'}",{23},"{23: 'April 09, 2026'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
6,1,963,"Reflect on all events involving Logan Diaz. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Logan Diaz}, *)",Times,all,"{'March 23, 2024'}",{5},"{5: 'March 23, 2024'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
34,1,404,List all locations visited by Bella Alvarez in chronological order according to the story's timeline.,"(*, *, ent, *)","(*, *, {Bella Alvarez}, *)",Spaces,chronological,['Dodoma Region'],[43],{43: 'Dodoma Region'},1,1,set(),,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
34,1,406,List all locations visited by Brooklyn Ross in chronological order according to the story's timeline.,"(*, *, ent, *)","(*, *, {Brooklyn Ross}, *)",Spaces,chronological,['Greater Mumbai'],[42],{42: 'Greater Mumbai'},1,1,set(),,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
34,1,412,List all locations visited by Jackson Ramos in chronological order according to the story's timeline.,"(*, *, ent, *)","(*, *, {Jackson Ramos}, *)",Spaces,chronological,['Greater Mumbai'],[19],{19: 'Greater Mumbai'},1,1,set(),,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
34,1,416,List all locations visited by Lily Nguyen in chronological order according to the story's timeline.,"(*, *, ent, *)","(*, *, {Lily Nguyen}, *)",Spaces,chronological,['Minas Gerais'],[23],{23: 'Minas Gerais'},1,1,set(),,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
34,1,417,List all locations visited by Logan Diaz in chronological order according to the story's timeline.,"(*, *, ent, *)","(*, *, {Logan Diaz}, *)",Spaces,chronological,['Greater Mumbai'],[5],{5: 'Greater Mumbai'},1,1,set(),,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
31,1,1403,What is the most recent location where Bella Alvarez was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Bella Alvarez}, *)",Spaces,latest,['Dodoma Region'],[43],{43: 'Dodoma Region'},1,1,set(),,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True
31,1,1405,What is the most recent location where Brooklyn Ross was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Brooklyn Ross}, *)",Spaces,latest,['Greater Mumbai'],[42],{42: 'Greater Mumbai'},1,1,set(),,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True
31,1,1411,What is the most recent location where Jackson Ramos was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Jackson Ramos}, *)",Spaces,latest,['Greater Mumbai'],[19],{19: 'Greater Mumbai'},1,1,set(),,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True
31,1,1415,What is the most recent location where Lily Nguyen was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Lily Nguyen}, *)",Spaces,latest,['Minas Gerais'],[23],{23: 'Minas Gerais'},1,1,set(),,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True
31,1,1416,What is the most recent location where Logan Diaz was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Logan Diaz}, *)",Spaces,latest,['Greater Mumbai'],[5],{5: 'Greater Mumbai'},1,1,set(),,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True
35,1,382,"Enumerate all activities that Bella Alvarez has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Bella Alvarez}, *)",Event contents,chronological,['factory explosion'],[43],{43: 'factory explosion'},1,1,set(),,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
35,1,384,"Enumerate all activities that Brooklyn Ross has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Brooklyn Ross}, *)",Event contents,chronological,['police force strike'],[42],{42: 'police force strike'},1,1,set(),,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
35,1,390,"Enumerate all activities that Jackson Ramos has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Jackson Ramos}, *)",Event contents,chronological,['bridge collapse'],[19],{19: 'bridge collapse'},1,1,set(),,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
35,1,394,"Enumerate all activities that Lily Nguyen has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Lily Nguyen}, *)",Event contents,chronological,['residential tower fire'],[23],{23: 'residential tower fire'},1,1,set(),,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
35,1,395,"Enumerate all activities that Logan Diaz has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Logan Diaz}, *)",Event contents,chronological,['sports venue riot'],[5],{5: 'sports venue riot'},1,1,set(),,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
7,1,193,"Consider all events that Bella Alvarez has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Bella Alvarez}, *)",Spaces,all,{'Dodoma Region'},{43},{43: 'Dodoma Region'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
7,1,195,"Consider all events that Brooklyn Ross has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Brooklyn Ross}, *)",Spaces,all,{'Greater Mumbai'},{42},{42: 'Greater Mumbai'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
7,1,201,"Consider all events that Jackson Ramos has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Jackson Ramos}, *)",Spaces,all,{'Greater Mumbai'},{19},{19: 'Greater Mumbai'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
7,1,205,"Consider all events that Lily Nguyen has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Lily Nguyen}, *)",Spaces,all,{'Minas Gerais'},{23},{23: 'Minas Gerais'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
7,1,206,"Consider all events that Logan Diaz has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Logan Diaz}, *)",Spaces,all,{'Greater Mumbai'},{5},{5: 'Greater Mumbai'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
32,1,1425,What was Bella Alvarez doing the last time they were observed in the story's timeline?,"(*, *, ent, *)","(*, *, {Bella Alvarez}, *)",Event contents,latest,['factory explosion'],[43],{43: 'factory explosion'},1,1,set(),,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True
32,1,1427,What was Brooklyn Ross doing the last time they were observed in the story's timeline?,"(*, *, ent, *)","(*, *, {Brooklyn Ross}, *)",Event contents,latest,['police force strike'],[42],{42: 'police force strike'},1,1,set(),,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True
32,1,1433,What was Jackson Ramos doing the last time they were observed in the story's timeline?,"(*, *, ent, *)","(*, *, {Jackson Ramos}, *)",Event contents,latest,['bridge collapse'],[19],{19: 'bridge collapse'},1,1,set(),,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True
32,1,1437,What was Lily Nguyen doing the last time they were observed in the story's timeline?,"(*, *, ent, *)","(*, *, {Lily Nguyen}, *)",Event contents,latest,['residential tower fire'],[23],{23: 'residential tower fire'},1,1,set(),,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True
32,1,1438,What was Logan Diaz doing the last time they were observed in the story's timeline?,"(*, *, ent, *)","(*, *, {Logan Diaz}, *)",Event contents,latest,['sports venue riot'],[5],{5: 'sports venue riot'},1,1,set(),,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True
30,1,1381,What is the most recent date Bella Alvarez was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Bella Alvarez}, *)",Times,latest,"['May 11, 2026']",[43],"{43: 'May 11, 2026'}",1,1,set(),,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True
30,1,1383,What is the most recent date Brooklyn Ross was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Brooklyn Ross}, *)",Times,latest,"['October 13, 2024']",[42],"{42: 'October 13, 2024'}",1,1,set(),,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True
30,1,1389,What is the most recent date Jackson Ramos was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Jackson Ramos}, *)",Times,latest,"['February 27, 2026']",[19],"{19: 'February 27, 2026'}",1,1,set(),,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True
30,1,1393,What is the most recent date Lily Nguyen was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Lily Nguyen}, *)",Times,latest,"['April 09, 2026']",[23],"{23: 'April 09, 2026'}",1,1,set(),,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True
30,1,1394,What is the most recent date Logan Diaz was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Logan Diaz}, *)",Times,latest,"['March 23, 2024']",[5],"{5: 'March 23, 2024'}",1,1,set(),,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True
8,1,1106,"Think about Bella Alvarez's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Bella Alvarez}, *)",Event contents,all,{'factory explosion'},{43},{43: 'factory explosion'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
8,1,1108,"Think about Brooklyn Ross's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Brooklyn Ross}, *)",Event contents,all,{'police force strike'},{42},{42: 'police force strike'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
8,1,1114,"Think about Jackson Ramos's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Jackson Ramos}, *)",Event contents,all,{'bridge collapse'},{19},{19: 'bridge collapse'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
8,1,1118,"Think about Lily Nguyen's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Lily Nguyen}, *)",Event contents,all,{'residential tower fire'},{23},{23: 'residential tower fire'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
8,1,1119,"Think about Logan Diaz's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Logan Diaz}, *)",Event contents,all,{'sports venue riot'},{5},{5: 'sports venue riot'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
23,1,994,"Reflect on the experiences of Bella Alvarez related to factory explosion. List all the unique locations where these events took place, without mentioning the events themselves.","(*, *, ent, c)","(*, *, {Bella Alvarez}, {factory explosion})",Spaces,all,{'Dodoma Region'},{43},{43: 'Dodoma Region'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|s,ent|c,True
23,1,995,"Reflect on the experiences of Benjamin Green related to sinkhole emergence. List all the unique locations where these events took place, without mentioning the events themselves.","(*, *, ent, c)","(*, *, {Benjamin Green}, {sinkhole emergence})",Spaces,all,{'Luzon Region'},{7},{7: 'Luzon Region'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|s,ent|c,True
23,1,996,"Reflect on the experiences of Benjamin Green related to volcanic eruption. List all the unique locations where these events took place, without mentioning the events themselves.","(*, *, ent, c)","(*, *, {Benjamin Green}, {volcanic eruption})",Spaces,all,{'Nairobi County'},{14},{14: 'Nairobi County'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|s,ent|c,True
23,1,997,"Reflect on the experiences of Brooklyn Ross related to police force strike. List all the unique locations where these events took place, without mentioning the events themselves.","(*, *, ent, c)","(*, *, {Brooklyn Ross}, {police force strike})",Spaces,all,{'Greater Mumbai'},{42},{42: 'Greater Mumbai'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|s,ent|c,True
23,1,998,"Reflect on the experiences of Carter Stewart related to bridge collapse. List all the unique locations where these events took place, without mentioning the events themselves.","(*, *, ent, c)","(*, *, {Carter Stewart}, {bridge collapse})",Spaces,all,{'Buenos Aires Province'},{30},{30: 'Buenos Aires Province'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|s,ent|c,True
22,1,61,"Consider all events involving both Bella Alvarez and factory explosion. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, c)","(*, *, {Bella Alvarez}, {factory explosion})",Times,all,"{'May 11, 2026'}",{43},"{43: 'May 11, 2026'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t|s,ent|c,True
22,1,63,"Consider all events involving both Benjamin Green and sinkhole emergence. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, c)","(*, *, {Benjamin Green}, {sinkhole emergence})",Times,all,"{'February 27, 2026'}",{7},"{7: 'February 27, 2026'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t|s,ent|c,True
22,1,65,"Consider all events involving both Benjamin Green and volcanic eruption. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, c)","(*, *, {Benjamin Green}, {volcanic eruption})",Times,all,"{'April 09, 2026'}",{14},"{14: 'April 09, 2026'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t|s,ent|c,True
22,1,67,"Consider all events involving both Brooklyn Ross and police force strike. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, c)","(*, *, {Brooklyn Ross}, {police force strike})",Times,all,"{'October 13, 2024'}",{42},"{42: 'October 13, 2024'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t|s,ent|c,True
